Days	Within-host profile.Actual cases[a]	Within-host profile.Actual cases[b]	Within-host profile.Actual cases[c]	Within-host profile.Attack rate	Within-host profile.Attack rate by age[a]	Within-host profile.Attack rate by age[c]	Within-host profile.Attack rate by age[b]	Vaccines.Vaccination capacity	Tracing.Contact tracing capacity	Testing.Testing capacity	Mobility.Mobility index	Testing.Confirmed cases[a]	Testing.Confirmed cases[b]	Testing.Confirmed cases[c]	Within-host profile.Total cases[a]	Within-host profile.Total cases[b]	Within-host profile.Total cases[c]	Hospital.total in hospital[a]	Hospital.total in hospital[b]	Hospital.total in hospital[c]	Hospital.hospital admisions[a]	Hospital.hospital admisions[b]	Hospital.hospital admisions[c]	Hospital.hospital discharges[a]	Hospital.hospital discharges[b]	Hospital.hospital discharges[c]	Hospital.deaths in hospital[a]	Hospital.deaths in hospital[b]	Hospital.deaths in hospital[c]	Hospital Resources.Beds	Hospital Resources.occupied ward beds	Hospital.physical ward beds available	Hospital.expected beds freed	Hospital.Patients Waiting for Ward Bed[a]	Hospital.Patients Waiting for Ward Bed[b]	Hospital.Patients Waiting for Ward Bed[c]	Hospital.In Ward Overflow[a]	Hospital.In Ward Overflow[b]	Hospital.In Ward Overflow[c]	Hospital.physical ward beds needed	Hospital.physical ward beds gap	Hospital Resources.max available nurses	Hospital Resources.absent nurses	Hospital Resources.nurses at work	Hospital Resources.occupied nurses	Hospital Resources.available nurses	Hospital Resources.expected nurses freed	Hospital Resources.total nurses needed for incoming patients	Hospital Resources.nurses gap	Hospital Resources.extra staff needed for overflow patients	Hospital Resources.staffed ward beds available	Hospital Resources.staffed ward beds needed	Hospital Resources.staffed ward beds gap	Hospital Resources.ICU Beds	Hospital Resources.occupied ICU beds	Hospital.physical ICU beds available	Hospital.expected ICU beds freed	Hospital.Patients Waiting for ICU[a]	Hospital.Patients Waiting for ICU[b]	Hospital.Patients Waiting for ICU[c]	Hospital.In ICU Overflow[a]	Hospital.In ICU Overflow[b]	Hospital.In ICU Overflow[c]	Hospital.physical ICU beds needed	Hospital.physical ICU beds gap	Hospital Resources.max available ICU nurses	Hospital Resources.absent ICU nurses	Hospital Resources.ICU Nurses at work	Hospital Resources.occupied ICU nurses	Hospital Resources.available ICU nurses	Hospital Resources.expected ICU nurses freed	Hospital Resources.total ICU nurses needed for incoming patients	Hospital Resources.ICU nurses gap	Hospital Resources.max available physicians	Hospital Resources.absent physicians	Hospital Resources.physicians at work	Ventilators.ventilators in stock	Ventilators.ventilators in use	Ventilators.ventilators available	Ventilators.expected ventilators freed	Ventilators.ventilators needed for incoming ICU patients	Ventilators.gap in ventilators	Hospital Resources.staffed equipped ICU beds available	Hospital Resources.staffed equipped ICU beds needed	Hospital Resources.staffed equipped ICU beds gap	PPE.PPE	PPE.PPE needed	PPE.PPE gap	PPE.total PPE used	PPE.interrupted PPE supply	Hospital.In morgues	Hospital.In temporary morgues	Hospital.Antivirals administered[a]	Hospital.Antivirals administered[b]	Hospital.Antivirals administered[c]	Hospital.Previous vaccines administered[a]	Hospital.Previous vaccines administered[b]	Hospital.Previous vaccines administered[c]	Hospital.Total needed ICU[a]	Hospital.Total needed ICU[b]	Hospital.Total needed ICU[c]	Hospital.Total ICU admissions[a]	Hospital.Total ICU admissions[b]	Hospital.Total ICU admissions[c]	Hospital.Total needed Ward Bed[a]	Hospital.Total needed Ward Bed[b]	Hospital.Total needed Ward Bed[c]	Hospital.Total Ward admissions[a]	Hospital.Total Ward admissions[b]	Hospital.Total Ward admissions[c]	Hospital.Potential deaths due to lack of ICU[a]	Hospital.Potential deaths due to lack of ICU[b]	Hospital.Potential deaths due to lack of ICU[c]	Hospital.total deaths[a]	Hospital.total deaths[b]	Hospital.total deaths[c]	Hospital.Total Admissions[a]	Hospital.Total Admissions[b]	Hospital.Total Admissions[c]	Hospital Resources.total initial ward bed capacity	Hospital Resources.initial pandemic ward bed capacity	Hospital Resources.total initial ICU bed capacity	Hospital Resources.initial pandemic ICU bed capacity	Hospital Resources.stress code	Hospital.peak ICU demand	Hospital.peak demand ICU beds	Hospital.peak demand ICU nurses	Hospital.peak demand ventilators	Hospital.peak ward demand	Hospital.peak demand ward beds	Hospital.peak demand nurses	Hospital.peak demand PPE	Hospital Resources.activate surge strategy 1	Hospital Resources.activate surge strategy 2	PPE.activate surge strategy 3	Hospital Resources.activate surge strategy 4	Hospital.ICU admissions[a]	Hospital.ICU admissions[b]	Hospital.ICU admissions[c]	Hospital.ICU discharges[a]	Hospital.ICU discharges[b]	Hospital.ICU discharges[c]	Hospital.ward admissions[a]	Hospital.ward admissions[b]	Hospital.ward admissions[c]	Hospital.moving to ward overflow[a]	Hospital.moving to ward overflow[b]	Hospital.moving to ward overflow[c]	Hospital.moving to ICU overflow[a]	Hospital.moving to ICU overflow[b]	Hospital.moving to ICU overflow[c]	Hospital.at risk of dying from lack of ICU[a]	Hospital.at risk of dying from lack of ICU[b]	Hospital.at risk of dying from lack of ICU[c]	Hospital.deaths in ICU[a]	Hospital.deaths in ICU[b]	Hospital.deaths in ICU[c]	Hospital.deceased moved to morgue	Hospital.deceased moved to temporary morgues	Hospital Resources.pandemic ward demand factor	Hospital Resources.pandemic ICU demand factor	Hospital Resources.peak ward demand factor	Hospital Resources.peak ICU demand factor
11	3.9635571304	4.68291761341	3.32284383437	5.29400353798e-7	8.07228189695e-7	3.00557055333e-7	6.41933281367e-7	0	0	0	1	0	0	0	16.4391665651	16.6512973976	11.2647861629	0.0578086897781	0.110395873296	0.020633683155	0.0239954095756	0.0579158386882	0.0110257784233	0.00750889700957	0.00846455245906	0.00103642249784	0	0.000699131509087	0.0000225951774895	251351.835	0.122834319863	251351.712166	0.00748218907294	0.0159509090701	0.0335957321285	0.00629556343237	0	0	0	0.055842204631	0	209459.8625	0.00602230599184	209459.856478	0.0245668639726	209459.831911	0.00149643781459	0.0111684409262	0	0	251351.712166	0.055842204631	0	13824.350925	0.00681128316493	13824.3441137	0.000243066266343	0.000161120293638	0.00301856134295	0.000170756933604	0	0	0	0.00335043857019	0	5027.0367	0.000144535343804	5027.03655546	0.00340564158247	5027.03314982	0.000121533133171	0.0016752192851	0	100540.734	0.0115628275043	100540.722437	12567.59175	0.00381431857236	12567.5879357	0.000136117109152	0.00187624559931	0	10054.0662996	0.00335043857019	0	4276219.52551	0.204080828832	0	0.579429985764	0	0.00065916694468	0	0	0	0	0	0	0	0.000859599799761	0.0104182063361	0.000585751165026	0.000698479506123	0.00739964499312	0.000414994231422	0.0854011328207	0.126926297123	0.0224938272727	0.0694502237506	0.0933305649941	0.0161982638403	0	0	0	0	0.00152364857587	0.0000475167214528	0.105552793657	0.176889524421	0.0313667479225	502703.67	251351.835	20108.1468	10054.0734	0	0.00930043480554	0.00930043480554	0.00465021740277	0.0052082434911	0.157780466856	0.157780466856	0.0315560933712	0.18103155387	0	0	0	0	0.000161120293638	0.00301856134295	0.000170756933604	0.000079545372341	0.000227443505701	0.0000191617883164	0.0159509090701	0.0335957321285	0.00629556343237	0	0	0	0	0	0	0	0	0	0	0.000416979760451	0.0000130648556703	0.000517555355173	0	3.16711010551e-7	4.67747055271e-7	3.13863765618e-7	4.62520733414e-7
12	5.10824097652	6.08106886301	4.33628891089	6.91905218928e-7	0.00000102786643795	4.01730313747e-7	8.4741564293e-7	0	0	0	1	0	0	0	20.9324547828	21.981365197	15.056728828	0.0714053627743	0.151451021385	0.0291704433899	0.0303341162595	0.076082561119	0.014723509944	0.00924328153569	0.0117270185497	0.00148945060208	0	0.000997684008797	0.0000328410346062	251351.835	0.164513538205	251351.670486	0.0102391080001	0.0198773905133	0.0446627961531	0.00856374695428	0	0	0	0.0731039336207	0	209459.8625	0.00798633566887	209459.854514	0.032902707641	209459.821611	0.00204782160003	0.0146207867241	0	0	251351.670486	0.0731039336207	0	13824.350925	0.00982561397391	13824.3410994	0.000364618952614	0.000200781722356	0.00414613660914	0.000236823418058	0	0	0	0.00458374174955	0	5027.0367	0.000191672056053	5027.03650833	0.00491280698696	5027.03159552	0.000182309476307	0.00229187087478	0	100540.734	0.0153337644842	100540.718666	12567.59175	0.00550234382539	12567.5862477	0.000204186613464	0.00256689537975	0	10054.063191	0.00458374174955	0	4278813.36694	0.273640861134	0	0.815671613147	0	0.00101230871714	0	0	0	0	0	0	0	0.0010787237438	0.0150857253288	0.000853053027715	0.000877942021445	0.0109395887196	0.000616229609657	0.107182450565	0.176991284943	0.032129670641	0.0873050600521	0.13232848879	0.0235659236867	0	0	0	0	0.00236024100084	0.0000748136583595	0.132480315871	0.243218065896	0.0441035286016	502703.67	251351.835	20108.1468	10054.0734	0	0.0131861983355	0.0131861983355	0.00659309916774	0.00738427106787	0.209900981541	0.209900981541	0.0419801963082	0.24286647738	0	0	0	0	0.000200781722356	0.00414613660914	0.000236823418058	0.0000978284184822	0.00033097275844	0.0000280792411032	0.0198773905133	0.0446627961531	0.00856374695428	0	0	0	0	0	0	0	0	0	0	0.000606783390474	0.0000191449371158	0.000754864760357	0	4.21239813279e-7	6.62743668544e-7	4.17544159845e-7	6.55763977985e-7
13	6.59229498541	7.89213361791	5.64880541834	9.02663726705e-7	0.00000131242615899	5.3363664797e-7	0.00000111416629469	0	0	0	1	0	0	0	26.7275009811	28.9006893112	20.0005377395	0.0887659946736	0.204857243783	0.040504101924	0.0385698920931	0.0995612149622	0.0195191892858	0.0114405754299	0.0159722094004	0.00209517437227	0	0.00139394197226	0.0000466748741031	251351.835	0.218636498365	251351.616364	0.0138303230095	0.0249852656602	0.0589357708938	0.0115137955407	0	0	0	0.0954348320947	0	209459.8625	0.0105300662891	209459.85197	0.043727299673	209459.808243	0.00276606460191	0.0190869664189	0	0	251351.616364	0.0954348320947	0	13824.350925	0.0138675098735	13824.3370575	0.000533104878311	0.00025237642081	0.00561237961703	0.000323744010038	0	0	0	0.00618850004788	0	5027.0367	0.000252721590938	5027.03644728	0.00693375493674	5027.02951352	0.000266552439155	0.00309425002394	0	100540.734	0.020217727275	100540.713782	12567.59175	0.00776580552915	12567.5839842	0.000298538731854	0.00346556002681	0	10054.059027	0.00618850004788	0	4280668.54255	0.364211355263	0	1.13120109463	0	0.00150156315869	0	0	0	0	0	0	0	0.0013549643766	0.021376464235	0.00121693422143	0.00110258795579	0.015764084618	0.000893190211395	0.134638873511	0.242932695226	0.0450418114635	0.109653607851	0.183996924332	0.0335280159228	0	0	0	0	0.00354067513386	0.00011401650344	0.166624559007	0.330171487928	0.0610464063223	502703.67	251351.835	20108.1468	10054.0734	0	0.0183501759851	0.0183501759851	0.00917508799255	0.0102760985517	0.277527968983	0.277527968983	0.0555055937967	0.323403408946	0	0	0	0	0.00025237642081	0.00561237961703	0.000323744010038	0.000121037545613	0.000469928177589	0.0000401997242004	0.0249852656602	0.0589357708938	0.0115137955407	0	0	0	0	0	0	0	0	0	0	0.000861534992247	0.0000274089028639	0.00107310062012	0	5.56864421644e-7	9.21810486227e-7	5.52070703966e-7	9.12574200279e-7
14	8.51603969754	10.2382723511	7.34881749561	0.00000117594175284	0.00000167985171992	7.05347538499e-7	0.00000146028340857	0	0	0	1	0	0	0	34.2101063627	37.8787235789	26.4362092012	0.111070002727	0.274181988692	0.0554489876264	0.0492636881219	0.129927633186	0.0257349532882	0.0142494117032	0.02148110061	0.00289802923727	0	0.00191583223962	0.0000651625304342	251351.835	0.288860959078	251351.546139	0.0184977144237	0.0316250177748	0.0773670557712	0.0153439685427	0	0	0	0.124336042089	0	209459.8625	0.0138242632704	209459.848676	0.0577721918155	209459.790904	0.00369954288475	0.0248672084177	0	0	251351.546139	0.124336042089	0	13824.350925	0.0192323872546	13824.3316926	0.000762895824166	0.000319444623988	0.00751455636664	0.000437589634076	0	0	0	0.0082715906247	0	5027.0367	0.000331782318489	5027.03636822	0.00961619362732	5027.02675202	0.000381447912083	0.00413579531235	0	100540.734	0.0265425854791	100540.707457	12567.59175	0.0107701368626	12567.5809799	0.000427221661533	0.00463209074983	0	10054.053504	0.0082715906247	0	4281995.31906	0.481956945865	0	1.549882101	0	0.0021669848605	0	0	0	0	0	0	0	0.00170543427447	0.0297713321567	0.00170712996099	0.00138598965048	0.0222567757901	0.00126954032692	0.169470206862	0.329389719685	0.0622057522582	0.137845189087	0.252022663913	0.0468617837155	0	0	0	0	0.00517558629493	0.00016920701046	0.21014224248	0.443791081208	0.0834423928257	502703.67	251351.835	20108.1468	10054.0734	0	0.025159822131	0.025159822131	0.0125799110655	0.0140895003934	0.365228617146	0.365228617146	0.0730457234292	0.428128172473	0	0	0	0	0.000319444623988	0.00751455636664	0.000437589634076	0.000150755192182	0.000654433937791	0.0000564871790613	0.0316250177748	0.0773670557712	0.0153439685427	0	0	0	0	0	0	0	0	0	0	0.00119979555262	0.0000385139857236	0.00149535625753	0	7.32744097596e-7	0.00000126336814052	7.26528646878e-7	0.00000125122530591
15	11.0094677571	13.2777632661	9.55090563135	0.00000153022388997	0.00000215468798292	9.28616723531e-7	0.00000190921906888	0	0	0	1	0	0	0	43.8801259659	49.5237985566	34.8042697126	0.139834923521	0.364062342831	0.0750582621488	0.0631420575696	0.16922342591	0.0337886051012	0.0178605717086	0.0286196784185	0.00395541897791	0	0.00259949908104	0.0000896789151824	251351.835	0.37992949145	251351.455071	0.0245553469403	0.0402501600317	0.101190976951	0.0203115931038	0	0	0	0.161752730086	0	209459.8625	0.0180903405188	209459.84441	0.0759858982901	209459.768424	0.00491106938805	0.0323505460172	0	0	251351.455071	0.161752730086	0	13824.350925	0.0263012663962	13824.3246237	0.00107235169881	0.000406567273047	0.0099792505262	0.000586222768257	0	0	0	0.0109720405675	0	5027.0367	0.000434168172451	5027.03626583	0.0131506331981	5027.0231152	0.000536175849405	0.00548602028375	0	100540.734	0.0347334537961	100540.699267	12567.59175	0.0147287091819	12567.5770213	0.000600516951333	0.0061443427178	0	10054.0462304	0.0109720405675	0	4282944.08216	0.634865488946	0	2.10258670436	0	0.00305976680253	0	0	0	0	0	0	0	0.00215230845778	0.0408913953628	0.00236206693374	0.00174574118474	0.0309121448366	0.00177584416548	0.213879226686	0.442377870625	0.0848827546382	0.173629066655	0.341186893674	0.0645711615343	0	0	0	0	0.0074073370266	0.000245675766937	0.265827674549	0.591909550089	0.112904917516	502703.67	251351.835	20108.1468	10054.0734	0	0.0340902182978	0.0340902182978	0.0170451091489	0.0190905222468	0.478923420639	0.478923420639	0.0957846841278	0.564148966383	0	0	0	0	0.000406567273047	0.0099792505262	0.000586222768257	0.00018901036376	0.000897550800233	0.000078183961416	0.0402501600317	0.101190976951	0.0203115931038	0	0	0	0	0	0	0	0	0	0	0.00164550980043	0.00005330724642	0.00205145607713	0	9.60752012386e-7	0.00000171123401543	9.52695293907e-7	0.00000169534361554
16	14.2410172565	17.2156848273	12.4035404669	0.00000198946106703	0.00000276873671165	0.00000121867358338	0.00000249136227671	0	0	0	1	0	0	0	56.3852013084	64.6241835387	45.6755117723	0.177017767679	0.480519418543	0.100695123068	0.0811462278604	0.220093666019	0.0442218574919	0.0225196609095	0.0378638008784	0.00534159456765	0	0.00349176973439	0.000122000130184	251351.835	0.497989802931	251351.33701	0.0324107774795	0.0514478888609	0.132006872529	0.0267505120673	0	0	0	0.210205273457	0	209459.8625	0.0236153087149	209459.838885	0.0995979605863	209459.739287	0.00648215549589	0.0420410546914	0	0	251351.33701	0.210205273457	0	13824.350925	0.0355667601517	13824.3153582	0.00148501892261	0.000519675645059	0.0131709675185	0.000779829586064	0	0	0	0.0144704727496	0	5027.0367	0.000566767409157	5027.03613323	0.0177833800758	5027.01834985	0.000742509461304	0.00723523637482	0	100540.734	0.0453413927326	100540.688659	12567.59175	0.0199173856849	12567.5718326	0.00083161059666	0.00810346473979	0	10054.0366997	0.0144704727496	0	4283622.38182	0.833288158642	0	2.82926859177	0	0.00424567243471	0	0	0	0	0	0	0	0.00272431809214	0.0555397820154	0.00323143333077	0.00220464244709	0.0423688144969	0.0024516037447	0.270720065398	0.589695783179	0.114704748472	0.219272176538	0.45768891065	0.0879542364052	0	0	0	0	0.010419376298	0.000350273903124	0.337301068239	0.784680513797	0.151522565566	502703.67	251351.835	20108.1468	10054.0734	0	0.0457564443079	0.0457564443079	0.022878222154	0.0256236088124	0.626285881226	0.626285881226	0.125257176245	0.740676991996	0	0	0	0	0.000519675645059	0.0131709675185	0.000779829586064	0.000238413634189	0.00121616893006	0.000106893628185	0.0514478888609	0.132006872529	0.0267505120673	0	0	0	0	0	0	0	0	0	0	0.00222964303844	0.0000728820192174	0.00277999210549	0	0.00000125627681715	0.0000022962450051	0.00000124583510844	0.00000227551771742
17	18.4289397697	22.3177564036	16.0991036037	0.00000258468710269	0.00000356320275473	0.00000159525111303	0.00000324609013136	0	0	0	1	0	0	0	72.5644673191	84.2012927601	59.7895219744	0.225146239363	0.631365874328	0.134124979969	0.104495660253	0.285965309888	0.0577369308681	0.028543523967	0.0498314310179	0.00715267477888	0	0.00465334070821	0.000164422818547	251351.835	0.651009827013	251351.18399	0.0425926536536	0.0659787464762	0.171886885607	0.0350936780842	0	0	0	0.272959310167	0	209459.8625	0.0307711502921	209459.831729	0.130201965403	209459.701527	0.00851853073072	0.0545918620334	0	0	251351.18399	0.272959310167	0	13824.350925	0.0476666169183	13824.3032584	0.00203119169256	0.000666451984608	0.0173032786489	0.00103160892784	0	0	0	0.0190013395614	0	5027.0367	0.000738507607011	5027.03596149	0.0238333084591	5027.01212818	0.00101559584628	0.00950066978069	0	100540.734	0.0590806085609	100540.674919	12567.59175	0.0266933054742	12567.5650567	0.00113746734783	0.0106407501544	0	10054.0242564	0.0190013395614	0	4284107.12321	1.09063902838	0	3.78165018688	0	0.00580947848427	0	0	0	0	0	0	0	0.00345868690802	0.0747559058565	0.00437951042532	0.00279223492341	0.0574526272076	0.00334790149748	0.343690579733	0.781452266745	0.153784310491	0.277711833257	0.609565381138	0.118690632407	0	0	0	0	0.014448397759	0.000491869522836	0.429252634667	1.03526454641	0.201999925978	502703.67	251351.835	20108.1468	10054.0734	0	0.0609553991494	0.0609553991494	0.0304776995747	0.0341350235236	0.817260509259	0.817260509259	0.163452101852	0.969649007132	0	0	0	0	0.000666451984608	0.0173032786489	0.00103160892784	0.000302331816832	0.00163215982234	0.000144688274782	0.0659787464762	0.171886885607	0.0350936780842	0	0	0	0	0	0	0	0	0	0	0.00299229300762	0.0000986510964423	0.00373095342606	0	0.00000163926145503	0.00000305835406282	0.00000162573014289	0.00000303137826452
18	23.8560299403	28.9282710526	20.886871725	0.00000335611328418	0.00000459147484351	0.00000208391785478	0.00000422442560576	0	0	0	1	0	0	0	93.5051831631	109.578626218	78.1046014344	0.287488648412	0.826734119643	0.17763480914	0.134770383164	0.371278399869	0.075243978037	0.036341499683	0.0653244296587	0.00951314592115	0	0.00616289915162	0.000219918784715	251351.835	0.849315631141	251350.985684	0.0557864675581	0.0848279818102	0.223515699606	0.0459024234337	0	0	0	0.35424610485	0	209459.8625	0.0400399290646	209459.82246	0.169863126228	209459.652597	0.0111572935116	0.0708492209699	0	0	251350.985684	0.35424610485	0	13824.350925	0.0634270642681	13824.2874979	0.00274993944718	0.000856848301113	0.0226532640333	0.00135866460178	0	0	0	0.0248687769362	0	5027.0367	0.000960958297551	5027.03573904	0.031713532134	5027.00402551	0.00137496972359	0.0124343884681	0	100540.734	0.0768766638041	100540.657123	12567.59175	0.0355191559901	12567.5562308	0.00153996609042	0.0139265150843	0	10054.008051	0.0248687769362	0	4284453.28506	1.424301339	0	5.0267050112	0	0.00786072104337	0	0	0	0	0	0	0	0.00440364110008	0.0998856592591	0.0058894905518	0.00354679279896	0.0772323952258	0.00453082595002	0.437581691662	1.03074918621	0.204857124029	0.352753709852	0.807233486603	0.158954700596	0	0	0	0	0.0198001169878	0.000681939810197	0.547758924781	1.36071806686	0.267840048587	502703.67	251351.835	20108.1468	10054.0734	0	0.0807198851434	0.0807198851434	0.0403599425717	0.0452031356803	1.0647340933	1.0647340933	0.21294681866	1.26653380616	0	0	0	0	0.000856848301113	0.0226532640333	0.00135866460178	0.000385114008892	0.00217386445254	0.000194247651902	0.0848279818102	0.223515699606	0.0459024234337	0	0	0	0	0	0	0	0	0	0	0.003985418163	0.000132441580842	0.00496912488596	0	0.00000213554933842	0.00000404934160054	0.00000211801535744	0.00000401428763905
19	30.8887102937	37.4933303455	27.0898401555	0.00000435584231621	0.00000592272865321	0.00000271780367488	0.00000549248126311	0	0	0	1	0	0	0	120.616108423	142.471097258	101.862447369	0.368273953155	1.07976089224	0.234187731442	0.174017654968	0.481785652148	0.0979225374481	0.0464429449861	0.0853827359429	0.0125842783219	0	0.00812245699607	0.000292335299781	251351.835	1.10628846259	251350.728712	0.0728808804906	0.109272076368	0.290371632769	0.0599043846393	0	0	0	0.459548093776	0	209459.8625	0.0520463289994	209459.810454	0.221257692518	209459.589196	0.0145761760981	0.0919096187552	0	0	251350.728712	0.459548093776	0	13824.350925	0.0839188678422	13824.2670061	0.00369173541622	0.00110375834715	0.0295802330444	0.00178316123216	0	0	0	0.0324671526237	0	5027.0367	0.00124911189599	5027.03545089	0.0419594339211	5026.99349145	0.00184586770811	0.0162335763119	0	100540.734	0.0999289516788	100540.634071	12567.59175	0.0469945659916	12567.5447554	0.00206737183308	0.0181816054693	0	10053.9869829	0.0324671526237	0	4284700.15371	1.85680160753	0	6.65117027649	0	0.0105411267401	0	0	0	0	0	0	0	0.00562166209888	0.132672306367	0.00786907290558	0.00451790375173	0.103092073322	0.00608591167342	0.558600530525	1.35456627134	0.271466526999	0.449328454157	1.06419463857	0.21156214236	0	0	0	0	0.0268697313337	0.00093533890173	0.700692764582	1.78314508274	0.353580818667	502703.67	251351.835	20108.1468	10054.0734	0	0.106388599933	0.106388599933	0.0531942999667	0.0595776159627	1.38540554472	1.38540554472	0.277081108943	1.65137704455	0	0	0	0	0.00110375834715	0.0295802330444	0.00178316123216	0.000492384203341	0.00287801770798	0.000259039437024	0.109272076368	0.290371632769	0.0599043846393	0	0	0	0	0	0	0	0	0	0	0.00527636579797	0.000176617797971	0.0065784836865	0	0.00000277862875014	0.0000053363244554	0.00000275590895272	0.0000052908207301
20	40.0017586084	48.59094857	35.1265208998	0.0000056513847697	0.00000764659524423	0.00000353983584157	0.00000713592128358	0	0	0	1	0	0	0	155.722575699	185.100774407	132.671960613	0.472976756934	1.40747444413	0.307623237935	0.224890154386	0.624940645275	0.127301162896	0.0595328809183	0.111354597537	0.0165750268215	0	0.010664257629	0.000386654594866	251351.835	1.43926798297	251350.395732	0.0950277475713	0.140964922951	0.376961308955	0.0780426438584	0	0	0	0.595968875764	0	209459.8625	0.0675998178574	209459.7949	0.287853596593	209459.507047	0.0190055495143	0.119193775153	0	0	251350.395732	0.595968875764	0	13824.350925	0.110529882332	13824.2403951	0.00492186189375	0.00142388811061	0.0385499881737	0.00233382165243	0	0	0	0.0423076979367	0	5027.0367	0.00162239562858	5027.0350776	0.0552649411661	5026.97981266	0.00246093094688	0.0211538489683	0	100540.734	0.129791650286	100540.604208	12567.59175	0.061896734106	12567.5298533	0.0027562426605	0.0236923108446	0	10053.9596253	0.0423076979367	0	4284875.77957	2.4173308094	0	8.76739422063	0	0.0140342256996	0	0	0	0	0	0	0	0.00719370171096	0.175374205744	0.0104577148099	0.00576981360035	0.136824217571	0.00812389315749	0.714789182163	1.77490758082	0.358202597559	0.573824259212	1.39794627187	0.2801599537	0	0	0	0	0.0361684416398	0.0012712934582	0.898254444899	2.33118952987	0.465101197465	502703.67	251351.835	20108.1468	10054.0734	0	0.139696756555	0.139696756555	0.0698483782777	0.078230183671	1.80091302384	1.80091302384	0.360182604767	2.15015491522	0	0	0	0	0.00142388811061	0.0385499881737	0.00233382165243	0.000631420164451	0.00379223875149	0.000343552814187	0.140964922951	0.376961308955	0.0780426438584	0	0	0	0	0	0	0	0	0	0	0.00695243771107	0.000234240555128	0.00866789008891	0	0.00000361189319972	0.0000070062990724	0.00000358245449817	0.00000694727156832
21	51.8103454897	62.970056646	45.5391856212	0.00000733021529114	0.00000987920985762	0.00000460563628814	0.00000926574285505	0	0	0	1	0	0	0	201.189674065	240.346846577	172.617834149	0.608686467857	1.83194423949	0.402916570243	0.290825023481	0.810400800837	0.165360603847	0.0764981621919	0.144987594413	0.0217561503992	0	0.0139597211191	0.000509330042127	251351.835	1.87072265268	251349.964277	0.123719895553	0.182049471793	0.489123739204	0.101539405054	0	0	0	0.772712616052	0	209459.8625	0.0877492808264	209459.774751	0.374144530536	209459.400606	0.0247439791107	0.15454252321	0	0	251349.964277	0.772712616052	0	13824.350925	0.145058986966	13824.205866	0.00652482051046	0.00183888355346	0.0501662714545	0.00304786688689	0	0	0	0.0550530218948	0	5027.0367	0.00210598273983	5027.03459402	0.0725294934832	5026.96206452	0.00326241025523	0.0275265109474	0	100540.734	0.168478619187	100540.565521	12567.59175	0.0812330327012	12567.510517	0.00365389948586	0.0308296922611	0	10053.924129	0.0550530218948	0	4285000.16136	3.14371529089	0	11.5209127737	0	0.0185777912944	0	0	0	0	0	0	0	0.00922464405748	0.230917303802	0.013836027806	0.00738576050401	0.180751032347	0.0107881609191	0.916567301739	2.32028700394	0.471011908616	0.734517829946	1.83116326473	0.369472503561	0	0	0	0	0.0483578240796	0.00171469322344	1.15366000938	3.04196893042	0.610017992501	502703.67	251351.835	20108.1468	10054.0734	0	0.182893445452	0.182893445452	0.091446722726	0.102420329453	2.33929441509	2.33929441509	0.467858883018	2.79652802872	0	0	0	0	0.00183888355346	0.0501662714545	0.00304786688689	0.00081164409109	0.00497825525743	0.000453601113875	0.182049471793	0.489123739204	0.101539405054	0	0	0	0	0	0	0	0	0	0	0.00912680130529	0.000309273486733	0.0113784560093	0	0.00000469157028128	0.00000917202542041	0.0000046534261727	0.00000909548986643
