Days	Within-host profile.Actual cases[a]	Within-host profile.Actual cases[b]	Within-host profile.Actual cases[c]	Within-host profile.Attack rate	Within-host profile.Attack rate by age[a]	Within-host profile.Attack rate by age[c]	Within-host profile.Attack rate by age[b]	Vaccines.Vaccination capacity	Tracing.Contact tracing capacity	Testing.Testing capacity	Mobility.Mobility index	Testing.Confirmed cases[a]	Testing.Confirmed cases[b]	Testing.Confirmed cases[c]	Within-host profile.Total cases[a]	Within-host profile.Total cases[b]	Within-host profile.Total cases[c]	Hospital.total in hospital[a]	Hospital.total in hospital[b]	Hospital.total in hospital[c]	Hospital.hospital admisions[a]	Hospital.hospital admisions[b]	Hospital.hospital admisions[c]	Hospital.hospital discharges[a]	Hospital.hospital discharges[b]	Hospital.hospital discharges[c]	Hospital.deaths in hospital[a]	Hospital.deaths in hospital[b]	Hospital.deaths in hospital[c]	Hospital Resources.Beds	Hospital Resources.occupied ward beds	Hospital.physical ward beds available	Hospital.expected beds freed	Hospital.Patients Waiting for Ward Bed[a]	Hospital.Patients Waiting for Ward Bed[b]	Hospital.Patients Waiting for Ward Bed[c]	Hospital.In Ward Overflow[a]	Hospital.In Ward Overflow[b]	Hospital.In Ward Overflow[c]	Hospital.physical ward beds needed	Hospital.physical ward beds gap	Hospital Resources.max available nurses	Hospital Resources.absent nurses	Hospital Resources.nurses at work	Hospital Resources.occupied nurses	Hospital Resources.available nurses	Hospital Resources.expected nurses freed	Hospital Resources.total nurses needed for incoming patients	Hospital Resources.nurses gap	Hospital Resources.extra staff needed for overflow patients	Hospital Resources.staffed ward beds available	Hospital Resources.staffed ward beds needed	Hospital Resources.staffed ward beds gap	Hospital Resources.ICU Beds	Hospital Resources.occupied ICU beds	Hospital.physical ICU beds available	Hospital.expected ICU beds freed	Hospital.Patients Waiting for ICU[a]	Hospital.Patients Waiting for ICU[b]	Hospital.Patients Waiting for ICU[c]	Hospital.In ICU Overflow[a]	Hospital.In ICU Overflow[b]	Hospital.In ICU Overflow[c]	Hospital.physical ICU beds needed	Hospital.physical ICU beds gap	Hospital Resources.max available ICU nurses	Hospital Resources.absent ICU nurses	Hospital Resources.ICU Nurses at work	Hospital Resources.occupied ICU nurses	Hospital Resources.available ICU nurses	Hospital Resources.expected ICU nurses freed	Hospital Resources.total ICU nurses needed for incoming patients	Hospital Resources.ICU nurses gap	Hospital Resources.max available physicians	Hospital Resources.absent physicians	Hospital Resources.physicians at work	Ventilators.ventilators in stock	Ventilators.ventilators in use	Ventilators.ventilators available	Ventilators.expected ventilators freed	Ventilators.ventilators needed for incoming ICU patients	Ventilators.gap in ventilators	Hospital Resources.staffed equipped ICU beds available	Hospital Resources.staffed equipped ICU beds needed	Hospital Resources.staffed equipped ICU beds gap	PPE.PPE	PPE.PPE needed	PPE.PPE gap	PPE.total PPE used	PPE.interrupted PPE supply	Hospital.In morgues	Hospital.In temporary morgues	Hospital.Antivirals administered[a]	Hospital.Antivirals administered[b]	Hospital.Antivirals administered[c]	Hospital.Previous vaccines administered[a]	Hospital.Previous vaccines administered[b]	Hospital.Previous vaccines administered[c]	Hospital.Total needed ICU[a]	Hospital.Total needed ICU[b]	Hospital.Total needed ICU[c]	Hospital.Total ICU admissions[a]	Hospital.Total ICU admissions[b]	Hospital.Total ICU admissions[c]	Hospital.Total needed Ward Bed[a]	Hospital.Total needed Ward Bed[b]	Hospital.Total needed Ward Bed[c]	Hospital.Total Ward admissions[a]	Hospital.Total Ward admissions[b]	Hospital.Total Ward admissions[c]	Hospital.Potential deaths due to lack of ICU[a]	Hospital.Potential deaths due to lack of ICU[b]	Hospital.Potential deaths due to lack of ICU[c]	Hospital.total deaths[a]	Hospital.total deaths[b]	Hospital.total deaths[c]	Hospital.Total Admissions[a]	Hospital.Total Admissions[b]	Hospital.Total Admissions[c]	Hospital Resources.total initial ward bed capacity	Hospital Resources.initial pandemic ward bed capacity	Hospital Resources.total initial ICU bed capacity	Hospital Resources.initial pandemic ICU bed capacity	Hospital Resources.stress code	Hospital.peak ICU demand	Hospital.peak demand ICU beds	Hospital.peak demand ICU nurses	Hospital.peak demand ventilators	Hospital.peak ward demand	Hospital.peak demand ward beds	Hospital.peak demand nurses	Hospital.peak demand PPE	Hospital Resources.activate surge strategy 1	Hospital Resources.activate surge strategy 2	PPE.activate surge strategy 3	Hospital Resources.activate surge strategy 4	Hospital.ICU admissions[a]	Hospital.ICU admissions[b]	Hospital.ICU admissions[c]	Hospital.ICU discharges[a]	Hospital.ICU discharges[b]	Hospital.ICU discharges[c]	Hospital.ward admissions[a]	Hospital.ward admissions[b]	Hospital.ward admissions[c]	Hospital.moving to ward overflow[a]	Hospital.moving to ward overflow[b]	Hospital.moving to ward overflow[c]	Hospital.moving to ICU overflow[a]	Hospital.moving to ICU overflow[b]	Hospital.moving to ICU overflow[c]	Hospital.at risk of dying from lack of ICU[a]	Hospital.at risk of dying from lack of ICU[b]	Hospital.at risk of dying from lack of ICU[c]	Hospital.deaths in ICU[a]	Hospital.deaths in ICU[b]	Hospital.deaths in ICU[c]	Hospital.deceased moved to morgue	Hospital.deceased moved to temporary morgues	Hospital Resources.pandemic ward demand factor	Hospital Resources.pandemic ICU demand factor	Hospital Resources.peak ward demand factor	Hospital Resources.peak ICU demand factor
76	234610.057396	318073.639886	687633.905889	0.771887052517	0.86279797074	0.659632718403	0.862709144641	0	0	0	1	0	0	0	17570842.711	22378067.8647	24722831.7785	135360.799598	397203.444353	157347.460261	16771.0362705	50368.6023303	18974.4788514	16084.6190261	36450.0878939	8113.09554882	82.127061866	11782.0077931	714.892914775	251351.835	247481.103363	3870.73163692	31648.2021605	45220.8149559	74885.910452	45522.7608975	35013.3023603	172537.493775	33208.8156135	406389.098054	370870.164257	209459.8625	7295.66318948	202164.199311	49496.2206726	152667.978638	6329.6404321	81277.8196109	0	48151.9223498	3870.73163692	406389.098054	370870.164257	13824.350925	9600.51049026	4223.84043474	972.66637224	1188.88002746	12081.4562455	1835.172566	102.658827333	10537.1039616	695.720676955	26440.9923048	21244.4854978	5027.0367	175.095916548	4851.94078345	4800.25524513	51.6855383233	486.33318612	13220.4961524	12682.477428	100540.734	14007.6733238	86533.0606762	12567.59175	5376.28587454	7191.30587546	544.693168455	14806.9556907	7070.95664679	103.371076647	26440.9923048	25364.9548559	3781595.33961	743973.958405	0	6399893.5079	0	2865.04653611	33470.1612365	0	0	0	0	0	0	2711.25230832	110846.201827	7392.46376926	1262.55091748	22247.0213013	2276.86839727	269293.488298	761150.583475	211400.830521	170196.377986	399148.471128	127058.043274	157.162536055	65980.6203188	2584.70212903	157.162536055	85307.4461396	3551.62448157	289323.702144	842096.603203	234562.390697	502703.67	251351.835	20108.1468	10054.0734	3	68742.0779624	68742.0779624	34371.0389812	38495.5636589	536800.039595	536800.039595	107360.007919	708655.234501	0	0	0	0	84.689595393	860.619757722	130.728095772	76.6082287153	303.685145368	61.5559341949	9697.51925526	16059.1435441	9762.27099813	9701.88115846	39366.9766546	10003.8271	112.842578571	11005.4187966	759.135117117	82.127061866	10010.2487635	598.319782182	0	556.756099841	41.9699551329	974.441984569	10891.1294256	1.06858435842	3.42694651353	1.06782598105	3.41861826682
77	187179.689371	254642.797476	577223.94255	0.785372621415	0.873147329329	0.676519371648	0.873742726707	0	0	0	1	0	0	0	17781606.9433	22664271.2159	25355738.3579	136425.145918	400721.566699	167323.784177	15148.6467451	45655.6708575	17982.0643344	16549.0662971	37248.1187492	8908.92924388	86.0685995874	12178.4934684	774.045685444	251351.835	248395.868734	2955.96626571	32236.6479757	43717.8844732	71397.2480085	44745.7088818	37551.6868969	181748.210574	40094.7716747	419255.510509	384062.896267	209459.8625	6666.39953647	202793.462964	49679.1737469	153114.289217	6447.32959514	83851.1021018	0	51878.933829	2955.96626571	419255.510509	384062.896267	13824.350925	9637.12395291	4187.22697209	985.389857002	1189.92572552	12312.1029109	1891.30614517	107.585749484	10926.2581416	754.814924987	27181.9935977	22009.3767686	5027.0367	159.993588875	4867.04311112	4818.56197645	48.4811346703	492.694928501	13590.9967988	13049.8207357	100540.734	12799.48711	87741.24689	12567.59175	5396.78941363	7170.80233637	551.818319921	15221.9164147	7499.29575841	96.9622693406	27181.9935977	26099.6414713	3838051.15459	759699.17312	0	7152283.17887	0	2883.17744187	37584.1331806	0	0	0	0	0	0	2886.09850334	122531.639361	8263.06181929	1346.70639927	23110.2977705	2408.63956363	286680.572894	811749.331962	230305.290278	179933.572269	415347.657643	136924.313611	241.880629061	76182.9805376	3208.3011855	241.880629061	97296.0889418	4295.90244255	305312.597947	890197.202169	253074.480944	502703.67	251351.835	20108.1468	10054.0734	3	73878.1893499	73878.1893499	36939.094675	41371.786036	545573.178154	545573.178154	109114.635631	730268.651529	0	0	0	0	83.6672922067	865.701354154	132.983479982	77.9770671198	303.787786644	63.0427035415	9624.28716497	15717.7691899	9850.5578865	8525.27023183	36204.6337671	9553.09464042	107.573599179	11229.7507846	808.954018827	86.0685995874	10379.9452345	649.140835489	0	556.944275513	42.9836615055	977.875618503	11519.4376779	1.08559905217	3.68162273695	1.08527788976	3.67404266961
78	149253.111589	203743.750819	481596.815723	0.796434903289	0.881401512036	0.690652356892	0.882572789033	0	0	0	1	0	0	0	17949703.011	22893316.8163	25885438.306	135627.693597	398944.456406	175656.15892	13515.4137935	40867.6411771	16803.225009	16711.8736912	37488.3763409	9606.02838807	83.1940812443	12397.8621272	823.572708023	251351.835	249156.942227	2194.89277304	32688.7863136	42029.2095503	67410.6752097	43664.3645072	38488.2028109	186398.057222	45859.4922769	423850.001576	388966.32249	209459.8625	6000.36113239	203459.501368	49831.3884454	153628.112922	6537.75726273	84770.0003153	0	54149.1504619	2194.89277304	423850.001576	388966.32249	13824.350925	9675.26245344	4149.08847156	996.55567545	1184.40771032	12371.2841785	1934.35239651	103.992601555	11148.294922	803.770858251	27546.1026671	22400.4585201	5027.0367	144.008667177	4883.02803282	4837.63122672	45.3968061008	498.277837725	13773.0513335	13229.3766897	100540.734	11520.6933742	89020.0406258	12567.59175	5418.14697393	7149.44477607	558.071178252	15425.8174936	7718.30153925	90.7936122016	27546.1026671	26458.7533794	3899248.49214	766060.356605	0	7915819.74395	0	2898.87243874	41440.6902244	0	0	0	0	0	0	3045.49578501	134175.479251	9159.67686136	1430.07580983	23977.5132352	2542.93784278	302539.380092	858068.173187	248388.010724	189610.974217	431196.758784	146885.547391	327.019663301	86678.386915	3878.61576382	327.019663301	109595.627145	5094.79863884	319668.430614	933531.871812	270498.292428	502703.67	251351.835	20108.1468	10054.0734	3	78476.6923898	78476.6923898	39238.3461949	43946.9477383	547624.763866	547624.763866	109524.952773	743816.49484	0	0	0	0	83.1414588869	868.42276181	135.785066955	78.9556867533	304.019676333	64.5310957946	9576.04681279	15359.0274097	9948.60486422	7145.53046361	32526.996123	8780.68542049	97.0584226675	11283.9348908	847.003108861	83.1940812443	10590.8801759	691.242938095	0	557.36940661	43.9984744054	980.847991176	11968.3591343	1.08897151786	3.90939030124	1.08935899327	3.90273122483
79	119039.593617	163068.769389	399896.051852	0.805484807054	0.887983609339	0.702416425707	0.889638471528	0	0	0	1	0	0	0	18083747.1329	23076595.646	26326351.9937	133210.469657	392390.950012	182242.384507	11928.2199957	36180.4158515	15503.0324977	16600.7491879	37206.3780239	10191.7486103	75.730630341	12442.5448979	862.322854359	251351.835	249789.259534	1562.57546638	33027.8352741	40238.9699412	63151.404519	42346.2320435	37944.0464695	186799.215849	50312.6043434	420792.473166	386202.062425	209459.8625	5328.93197075	204130.930529	49957.8519067	154173.078623	6605.56705481	84158.4946331	0	55011.1733324	1562.57546638	420792.473166	386202.062425	13824.350925	9713.66349157	4110.68743343	1006.43733521	1174.17178492	12269.5596447	1963.93596263	94.6632879263	11204.7133993	841.363905358	27548.4079849	22431.2832162	5027.0367	127.894367298	4899.1423327	4856.83174578	42.3105869187	503.218667607	13774.2039924	13228.6747379	100540.734	10231.5493838	90309.1846162	12567.59175	5439.65155528	7127.94019472	563.604907719	15427.1084715	7735.56336908	84.6211738374	27548.4079849	26457.3494758	3959223.32197	763736.91139	0	8681441.539	0	2912.45881984	44919.0458282	0	0	0	0	0	0	3188.91695494	145628.648798	10071.9336562	1513.17457825	24846.3250762	2680.27590728	316817.409008	899914.793998	265435.57528	199252.253577	446681.348401	156948.80542	406.90730385	97308.0506776	4586.35788092	406.90730385	122029.337209	5938.0667245	332409.278657	972114.681771	286679.265238	502703.67	251351.835	20108.1468	10054.0734	3	82440.2708482	82440.2708482	41220.1354241	46166.551675	547624.763866	547624.763866	109524.952773	753725.440986	0	0	0	0	83.1462728528	868.840630567	139.07160563	79.7088218893	304.28430968	66.0479118199	9550.67180053	14988.9109782	10050.8279617	5648.55920078	28560.9937785	7755.82130304	83.1132758688	11178.5011357	872.877453584	75.730630341	10644.4777293	723.572958608	0	557.854567746	45.0326671499	983.421039375	12229.8581915	1.07973528071	4.10545457507	1.08935899327	4.09984429038
80	95010.9019701	130623.512914	330811.117842	0.81287438306	0.893234894797	0.712166869514	0.895295602389	0	0	0	1	0	0	0	18190689.3302	23223337.6379	26691795.6342	129445.372716	381722.185001	187054.250431	10427.9072635	31722.8775614	14140.4586225	16251.5782772	36457.5263296	10658.9711677	65.239894326	12323.338883	889.840195039	251351.835	250313.588921	1038.24607887	33273.2917706	38417.6408028	58813.2313167	40857.7440672	36092.4986265	183413.158403	53344.2607813	410938.533997	376626.996148	209459.8625	4676.87547104	204782.987029	50062.7177842	154720.269245	6654.65835413	82187.7067994	0	54569.9835621	1038.24607887	410938.533997	376626.996148	13824.350925	9751.21321979	4073.13770521	1015.24733974	1160.62326957	12023.6834943	1980.39775578	81.5498679075	11105.0952182	867.122405022	27218.4720108	22130.0869658	5027.0367	112.245011305	4914.7916887	4875.6066099	39.1850787982	507.623669871	13609.2360054	13062.4272567	100540.734	8979.60090439	91561.1330956	12567.59175	5460.67940308	7106.91234692	568.538510256	15242.344326	7566.89346886	78.3701575964	27218.4720108	26124.8545134	4013305.40717	753676.335995	0	9440904.94758	0	2924.219883	47917.9968744	0	0	0	0	0	0	3316.47249849	156761.757927	10990.1550259	1596.54255165	25714.4947837	2821.12439318	329525.44165	937283.711881	281296.587157	208879.002443	461793.043642	167115.76734	477.756809368	107918.484431	5321.51047196	477.756809368	134427.156632	6814.65663262	343602.248022	1006112.67129	301525.259386	502703.67	251351.835	20108.1468	10054.0734	3	85701.0472553	85701.0472553	42850.5236276	47992.586463	547624.763866	547624.763866	109524.952773	761877.382004	0	0	0	0	83.6994821611	867.099694214	142.818320965	80.3756503083	304.498662569	67.6153848199	9545.81465797	14613.6044237	10152.1187678	4106.10295328	24501.6934672	6546.20621773	67.0057722277	10930.0659969	886.780258444	65.239894326	10549.8404573	745.725268319	0	558.247548043	46.1013987408	985.648403898	12306.3793419	1.05932592261	4.26648586587	1.08935899327	4.26200624591
81	75907.2529574	104750.835495	272850.953308	0.818900260243	0.897428045302	0.720221197676	0.899829445176	0	0	0	1	0	0	0	18276082.6557	23340942.3279	26993669.381	124613.399376	367674.569207	190128.497038	9040.93282403	27580.8702238	12765.6398652	15704.6311897	35310.0420394	11005.5772095	52.8288300472	12057.2160159	906.226900918	251351.835	250747.194825	604.640174929	33441.5643744	36621.6463769	54552.2740013	39262.5716213	33137.1158221	176795.588596	54916.938075	395286.134493	361239.929943	209459.8625	4062.09222046	205397.77028	50149.438965	155248.331315	6688.31287488	79057.2268985	0	52969.9284986	604.640174929	395286.134493	361239.929943	13824.350925	9787.02019041	4037.33073459	1023.1500565	1144.88108468	11654.4057414	1984.57659912	66.0360375591	10865.0443524	881.172297898	26596.1161131	21535.635322	5027.0367	97.4902132911	4929.54648671	4893.51009521	36.0363915022	511.57502825	13298.0580565	12750.4466368	100540.734	7799.21706329	92741.5169367	12567.59175	5480.73130663	7086.86044337	572.96403164	14893.8250233	7234.00054832	72.0727830044	26596.1161131	25500.8932736	4058675.31096	736991.170076	0	10187002.0558	0	2934.40085952	50360.9426635	0	0	0	0	0	0	3428.76014021	167467.641381	11905.600667	1680.7351291	26579.951504	2965.94060236	340722.624677	970314.737596	295878.595462	218510.477593	476529.49681	177383.420657	537.107888872	118368.239783	6073.9111676	537.107888872	146632.995257	7713.34443786	353348.137651	1035800.43726	314998.982934	502703.67	251351.835	20108.1468	10054.0734	3	88220.1593274	88220.1593274	44110.0796637	49403.2892234	547624.763866	547624.763866	109524.952773	768175.162184	0	0	0	0	84.815442107	863.385366987	147.022030411	81.0728665869	304.594079902	69.2530883049	9558.88988096	14239.0971331	10248.2175353	2575.44182758	20506.0694519	5216.36707194	49.6582451768	10559.1829019	889.353759613	52.8288300472	10321.7921348	757.808176192	0	558.422479821	47.2180147533	987.576525036	12208.7624437	1.02941998004	4.39059525834	1.08935899327	4.38728442779
82	60711.5935135	84106.1417255	224515.351254	0.82380955645	0.900779789435	0.726856730707	0.903467336534	0	0	0	1	0	0	0	18344340.7775	23435306.6687	27242367.1219	118987.715265	351002.25723	191554.877304	7781.8146685	23803.9204178	11418.7340593	15001.3932235	33838.4751774	11233.7970046	39.2932879788	11665.1643989	912.006050045	251351.835	251104.434596	247.400404156	33546.4939344	34893.6093906	50485.3890226	37618.675123	29293.4987158	167546.04279	55055.4481078	374892.663149	341098.768811	209459.8625	3496.16707437	205963.695426	50220.8869192	155742.808506	6709.29878689	74978.5326299	0	50378.9979226	247.400404156	374892.663149	341098.768811	13824.350925	9820.43878283	4003.91214217	1030.27340146	1127.83367166	11184.5051499	1977.63047993	49.1166099736	10504.143675	884.083684795	25727.3132713	20693.1277276	5027.0367	83.9080097848	4943.12869022	4910.21939141	32.9092988024	515.13670073	12863.6566356	12315.6106361	100540.734	6712.64078278	93828.0932172	12567.59175	5499.44571838	7068.14603162	576.953104817	14407.2954319	6762.19629547	65.8185976049	25727.3132713	24631.2212722	4094379.36296	714866.47788	0	10913679.6954	0	2943.21403277	52198.0750611	0	0	0	0	0	0	3526.71972239	177662.144291	12810.6006061	1766.32211825	27440.8161439	3115.18504285	350502.081772	999251.901859	309141.4786	228163.351085	490894.107581	187744.970224	583.447322513	128532.679322	6833.70139855	583.447322513	158509.853424	8623.22324601	361768.201237	1061520.20842	327108.486152	502703.67	251351.835	20108.1468	10054.0734	3	89985.6219069	89985.6219069	44992.8109535	50391.9482679	547624.763866	547624.763866	109524.952773	772588.818633	0	0	0	0	86.5088956948	857.891738579	151.691364791	81.8985727103	304.515673652	70.9790375373	9587.0996169	13870.977013	10335.8177087	1099.71505204	16691.494684	3824.78078437	31.7416725942	10088.4131508	881.538480865	39.2932879788	9978.93649129	760.311968924	0	558.278735029	48.3947983209	989.245605344	11954.1124564	0.991792619766	4.47722607368	1.08935899327	4.47508280111
83	48612.7633319	67613.6677916	184392.448041	0.827806568506	0.903461968494	0.732311750688	0.906389948834	0	0	0	1	0	0	0	18398963.236	23511117.1742	27446819.5961	112820.94657	332432.156933	191463.063156	6655.78584559	20412.8856704	10129.9679386	14187.0182155	32118.022959	11349.2739079	25.2049676479	11170.2277825	907.995905435	251351.835	251400.443506	-48.6085061462	33599.7826667	33235.9940378	46694.1812724	35977.9610579	24801.4683385	156262.443923	53832.0801946	350804.128824	317252.954663	209459.8625	2985.35734537	206474.505155	50280.0887012	156194.416453	6719.95653333	70160.8257647	0	46979.1984911	0	350804.128824	317204.346157	13824.350925	9851.05813305	3973.29279195	1036.71877645	1110.1670808	10637.1424403	1960.89281544	31.5062095599	10044.093459	876.734190755	24660.5361959	19650.5246275	5027.0367	71.6485762889	4955.38812371	4925.52906652	29.8590571884	518.359388224	12330.2680979	11782.0496525	100540.734	5731.88610311	94808.8478969	12567.59175	5516.59255451	7050.99919549	580.562514811	13809.9002697	6178.33855938	59.7181143767	24660.5361959	23564.099305	4120939.31223	688483.558152	0	11616073.6102	0	2950.84316575	53406.2405587	0	0	0	0	0	0	3611.50546284	187283.516049	13698.606843	1853.88856879	28295.3993183	3269.32978544	358978.250333	1024406.62961	321088.854875	237852.121208	504897.005895	198191.920674	615.94360369	138306.880831	7591.65005139	615.94360369	169942.869293	9534.06251566	368993.494512	1083649.21386	337897.124349	502703.67	251351.835	20108.1468	10054.0734	3	91009.024042	91009.024042	45504.512021	50965.0534635	547624.763866	547624.763866	109524.952773	775147.323971	0	0	0	0	88.7956066358	850.801228212	156.840055976	82.9358112545	304.220853376	72.8102642704	9634.54517839	13535.8430539	10429.3944344	0	13094.3986057	2378.17839119	13.7301899713	9540.70554952	864.455924616	25.2049676479	9541.88878602	753.99140405	0	557.73823119	49.6433620025	990.690446563	11563.7039302	0.94820283468	4.52698815601	1.08935899327	4.52597770183
84	38968.0580819	54419.363934	151206.903115	0.831059317223	0.905610746088	0.73678856743	0.908740769816	0	0	0	1	0	0	0	18442722.9972	23572095.8155	27614609.3132	106275.635869	312634.415725	190011.635666	5661.29310816	17407.3475065	8920.46584793	13438.9901958	30216.9759987	11357.1363592	11.27245599	10595.6332758	895.156058873	251351.835	251797.028215	-445.193214846	33612.7204586	30833.8356049	43259.3871029	34427.9668237	20667.5778092	143383.687193	51230.4456391	323802.900173	290635.372929	209459.8625	2531.74431424	206928.118186	50359.405643	156568.712543	6722.54409171	64760.5800346	0	43056.3421283	0	323802.900173	290190.179714	13824.350925	9878.67075944	3945.68016556	1042.56902937	1091.98692882	10034.1457421	1935.68381945	14.0905699874	9507.00918449	860.171869071	23443.0881139	18454.838919	5027.0367	60.7618635418	4966.27483646	4939.33537972	26.9394567392	521.284514684	11721.544057	11173.3200855	100540.734	4860.94908334	95679.7849167	12567.59175	5532.05562529	7035.53612471	583.838656446	13128.1293438	5508.75456263	53.8789134784	23443.0881139	22346.6401711	4139777.16461	658904.325571	0	12290458.5484	0	2957.44733299	53986.9615373	0	0	0	0	0	0	3684.38124868	196290.205991	14564.0806962	1944.03507332	29142.1839875	3428.86145975	366276.502005	1046127.08395	331758.819225	247552.531312	518658.636049	208800.031703	634.268676561	147606.867077	8339.36354795	634.268676561	180840.450754	10436.5298489	375156.823706	1102574.65033	347433.978955	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	91.6646488335	842.296204763	162.48708925	84.2553376879	303.677463976	74.7630600732	9550.2924482	13398.9103158	10663.5176945	0	9646.66664436	815.246365114	0	8937.69779925	839.235876607	11.27245599	9031.65872526	739.747807401	0	556.74201729	50.9748136863	991.941174943	11060.9731099	0.900308737537	4.54142656734	1.08935899327	4.54151880095
85	31269.7787502	43847.6409013	123837.317186	0.833705503441	0.907334063568	0.740457438142	0.910633823814	0	0	0	1	0	0	0	18477818.2819	23621200.3035	27752117.4611	99379.3696346	292197.188994	187372.226568	4792.14985489	14772.0988108	7803.50889417	12780.4652814	28212.7230788	11285.2742659	4.08125231407	9964.21562374	874.718934852	251351.835	252342.299121	-990.464121044	33596.4829692	27589.3991059	40108.2314765	32765.5500207	17222.7211175	129393.22702	47506.4199657	294585.548706	261979.529858	209459.8625	2134.35852493	207325.503975	50468.4598242	156857.044151	6719.29659385	58917.1097412	0	38824.4736206	0	294585.548706	260989.065737	13824.350925	9903.23952044	3921.11140456	1047.89266609	1063.06521374	9396.32621647	1903.45175255	5.10156539259	8914.23638297	835.516718633	22117.6978498	17148.6937791	5027.0367	51.2246045984	4975.8120954	4951.61976022	24.1923351799	523.946333045	11058.8489249	10510.7102567	100540.734	4097.96836787	96442.7656321	12567.59175	5545.81413145	7021.77761855	586.819893011	12385.9107959	4777.3132843	48.3846703598	22117.6978498	21021.4205133	4152715.56793	626980.191253	0	12934062.241	0	2963.16423754	53963.8288381	0	0	0	0	0	0	3746.64002349	204659.997723	15402.6829998	2037.01336411	29980.1040013	3594.33924498	372525.130987	1064774.22086	341214.956171	257045.596794	532350.783576	219685.846508	641.459880236	156369.331122	9069.37528364	641.459880236	191134.040942	11322.3406732	380387.035177	1118675.63978	355805.341612	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	94.2674984844	833.220912433	168.788925533	85.8489403669	302.872885799	76.8561491851	9226.33318622	13412.8295325	10957.3202505	0	6511.74850731	0	0	8300.04888002	807.174416103	4.08125231407	8468.52456382	718.544378024	0	555.266957298	52.4019198989	993.023869328	10472.2431825	0.849611281257	4.52289592859	1.08935899327	4.54151880095
86	25117.193555	35364.5947902	101315.717838	0.835857709692	0.90871757977	0.743460697129	0.912159842822	0	0	0	1	0	0	0	18505993.5284	23660784.1623	27864678.686	92186.5470008	271606.673415	183671.494467	4039.27530405	12482.4595897	6785.9588719	12167.2650566	26174.7406088	11218.4523614	1.4776389871	9297.97369961	849.04294934	251351.835	252999.611865	-1647.77686482	33558.4197519	23805.5533152	37130.1072608	29981.6269903	14352.0506094	114694.941937	43850.6430889	263814.923202	231904.280315	209459.8625	1790.16983917	207669.692661	50599.922373	157069.770288	6711.68395038	52762.9846404	0	34579.5271271	0	263814.923202	230256.50345	13824.350925	9924.88520244	3899.46572256	1052.73792397	1021.34823423	8743.61665096	1867.43214395	1.84704873388	8286.4674071	804.583127594	20725.2946126	15773.090966	5027.0367	42.9640761402	4984.07262386	4962.44260122	21.6300226414	526.368961985	10362.6473063	9814.64832166	100540.734	3437.12609121	97103.6079088	12567.59175	5557.93571336	7009.65603664	589.533237424	11606.164983	4006.97570898	43.2600452827	20725.2946126	19629.2966433	4161526.60111	593439.984604	0	13544904.1186	0	2968.11308218	53380.9832056	0	0	0	0	0	0	3799.54546808	212389.844434	16213.912304	2132.28669156	30808.8038648	3766.51600168	377849.447441	1080704.21348	349538.240955	266153.759038	546181.992736	230793.054323	644.063493563	164550.956511	9775.38103078	644.063493563	200777.561043	12184.9488135	384805.259455	1132311.11667	363107.555675	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	96.2308617742	823.81869097	175.948416509	87.5681182242	301.820895949	79.1168062298	8786.8520054	13705.0692805	11066.498466	0	3571.68750896	0	0	7647.61868171	771.434174693	1.4776389871	7872.14403675	691.941489731	0	553.338309241	53.9432769749	993.9611049	9824.2246841	0.797422247846	4.47459471999	1.08935899327	4.54151880095
