Days	Contacts	Infected	Infectious Duration	Infectivity	IR	N	Removed	RR	Susceptible
36.25	10	0.0116625459658	2	0.2	0.000398064366004	10000	9829.32904609	0.00583127298292	170.659291363
36.375	10	0.0109833948887	2	0.2	0.000374883568392	10000	9829.329775	0.00549169744437	170.659241605
36.5	10	0.0103437931542	2	0.2	0.000353052682062	10000	9829.33046146	0.00517189657712	170.659194745
36.625	10	0.00974143766735	2	0.2	0.000332493095612	10000	9829.33110795	0.00487071883368	170.659150613
36.75	10	0.00917415945009	2	0.2	0.00031313077561	10000	9829.33171679	0.00458707972505	170.659109052
36.875	10	0.00863991583141	2	0.2	0.000294895999978	10000	9829.33229017	0.00431995791571	170.65906991
37	10	0.00813678309195	2	0.2	0.000277723106919	10000	9829.33283017	0.00406839154597	170.659033048
37.125	10	0.00766294953707	2	0.2	0.000261550258454	10000	9829.33333872	0.00383147476853	170.658998333
37.25	10	0.00721670897331	2	0.2	0.00024631921774	10000	9829.33381765	0.00360835448665	170.658965639
37.375	10	0.00679645456469	2	0.2	0.000231975139352	10000	9829.3342687	0.00339822728235	170.658934849
37.5	10	0.00640067304682	2	0.2	0.000218466371778	10000	9829.33469347	0.00320033652341	170.658905852
37.625	10	0.00602793927786	2	0.2	0.000205744271418	10000	9829.33509352	0.00301396963893	170.658878544
37.75	10	0.00567691110692	2	0.2	0.00019376302742	10000	9829.33547026	0.00283845555346	170.658852826
37.875	10	0.00534632454117	2	0.2	0.000182479496708	10000	9829.33582507	0.00267316227058	170.658828606
38	10	0.00503498919444	2	0.2	0.000171853048623	10000	9829.33615922	0.00251749459722	170.658805796
38.125	10	0.00474178400086	2	0.2	0.000161845418613	10000	9829.3364739	0.00237089200043	170.658784314
38.25	10	0.00446565317813	2	0.2	0.000152420570441	10000	9829.33677026	0.00223282658907	170.658764083
38.375	10	0.00420560242581	2	0.2	0.000143544566417	10000	9829.33704937	0.0021028012129	170.658745031
38.5	10	0.00396069534499	2	0.2	0.000135185445192	10000	9829.33731222	0.0019803476725	170.658727088
38.625	10	0.00373005006658	2	0.2	0.000127313106661	10000	9829.33755976	0.00186502503329	170.658710189
38.75	10	0.00351283607575	2	0.2	0.000119899203578	10000	9829.33779289	0.00175641803788	170.658694275
38.875	10	0.00330827122147	2	0.2	0.000112917039476	10000	9829.33801244	0.00165413561073	170.658679288
39	10	0.00311561890006	2	0.2	0.000106341472535	10000	9829.33821921	0.00155780945003	170.658665173
39.125	10	0.00293418540287	2	0.2	0.000100148825044	10000	9829.33841393	0.00146709270144	170.658651881
39.25	10	0.00276331741832	2	0.2	0.0000943167981472	10000	9829.33859732	0.00138165870916	170.658639362
39.375	10	0.00260239967945	2	0.2	0.0000888243915378	10000	9829.33877003	0.00130119983972	170.658627572
39.5	10	0.00245085274842	2	0.2	0.0000836518278432	10000	9829.33893268	0.00122542637421	170.658616469
39.625	10	0.00230813093013	2	0.2	0.0000787804814061	10000	9829.33908586	0.00115406546506	170.658606013
39.75	10	0.00217372030717	2	0.2	0.0000741928112155	10000	9829.33923011	0.00108686015358	170.658596165
39.875	10	0.00204713688937	2	0.2	0.0000698722977427	10000	9829.33936597	0.00102356844469	170.658586891
40	10	0.00192792487101	2	0.2	0.0000658033834559	10000	9829.33949392	0.000963962435503	170.658578157
40.125	10	0.0018156549895	2	0.2	0.0000619714167995	10000	9829.33961441	0.00090782749475	170.658569932
40.25	10	0.00170992297976	2	0.2	0.0000583625994345	10000	9829.33972789	0.000854961489878	170.658562185
40.375	10	0.00161034811845	2	0.2	0.0000549639365529	10000	9829.33983476	0.000805174059225	170.65855489
40.5	10	0.00151657185312	2	0.2	0.000051763190084	10000	9829.33993541	0.000758285926558	170.658548019
40.625	10	0.00142825651106	2	0.2	0.000048748834627	10000	9829.34003019	0.000714128255529	170.658541549
40.75	10	0.00134508408344	2	0.2	0.000045910015949	10000	9829.34011946	0.000672542041722	170.658535455
40.875	10	0.00126675508022	2	0.2	0.0000432365119004	10000	9829.34020353	0.000633377540111	170.658529717
41	10	0.0011929874517	2	0.2	0.0000407186956059	10000	9829.3402827	0.000596493725848	170.658524312
41.125	10	0.00112351557292	2	0.2	0.0000383475007994	10000	9829.34035726	0.000561757786458	170.658519222
41.25	10	0.00105808928721	2	0.2	0.0000361143891776	10000	9829.34042748	0.000529044643604	170.658514429
41.375	10	0.000996473005405	2	0.2	0.0000340113196545	10000	9829.34049361	0.000498236502703	170.658509915
41.5	10	0.000938444857524	2	0.2	0.0000320307194065	10000	9829.34055589	0.000469222428762	170.658505663
41.625	10	0.000883795893855	2	0.2	0.0000301654566036	10000	9829.34061454	0.000441897946927	170.658501659
41.75	10	0.000832329332564	2	0.2	0.0000284088147288	10000	9829.34066978	0.000416164666282	170.658497889
41.875	10	0.00078385985112	2	0.2	0.0000267544683928	10000	9829.3407218	0.00039192992556	170.658494338
42	10	0.000738212918974	2	0.2	0.0000251964605568	10000	9829.34077079	0.000369106459487	170.658490993
42.125	10	0.000695224169108	2	0.2	0.0000237291810825	10000	9829.34081693	0.000347612084554	170.658487844
42.25	10	0.000654738806174	2	0.2	0.0000223473465304	10000	9829.34086038	0.000327369403087	170.658484878
42.375	10	0.000616611049105	2	0.2	0.0000210459811353	10000	9829.3409013	0.000308305524552	170.658482084
42.5	10	0.000580703606177	2	0.2	0.0000198203988887	10000	9829.34093984	0.000290351803089	170.658479453
42.625	10	0.000546887180652	2	0.2	0.0000186661866655	10000	9829.34097614	0.000273443590326	170.658476976
42.75	10	0.000515040005195	2	0.2	0.0000175791883333	10000	9829.34101032	0.000257520002597	170.658474643
42.875	10	0.000485047403412	2	0.2	0.0000165554897859	10000	9829.34104251	0.000242523701706	170.658472445
43	10	0.000456801376922	2	0.2	0.0000155914048502	10000	9829.34107282	0.000228400688461	170.658470376
43.125	10	0.00043020021647	2	0.2	0.0000146834620119	10000	9829.34110137	0.000215100108235	170.658468427
43.25	10	0.000405148135693	2	0.2	0.0000138283919159	10000	9829.34112826	0.000202574067846	170.658466591
43.375	10	0.000381554926201	2	0.2	0.0000130231155933	10000	9829.34115358	0.000190777463101	170.658464863
43.5	10	0.000359335632763	2	0.2	0.0000122647333746	10000	9829.34117743	0.000179667816381	170.658463235
43.625	10	0.000338410247387	2	0.2	0.0000115505144486	10000	9829.34119989	0.000169205123693	170.658461702
43.75	10	0.000318703421231	2	0.2	0.0000108778870293	10000	9829.34122104	0.000159351710616	170.658460258
43.875	10	0.000300144193283	2	0.2	0.0000102444290946	10000	9829.34124096	0.000150072096642	170.658458898
44	10	0.00028266573484	2	0.2	0.00000964785966583	10000	9829.34125972	0.00014133286742	170.658457618
44.125	10	0.00026620510887	2	0.2	0.00000908603059375	10000	9829.34127738	0.000133102554435	170.658456412
44.25	10	0.00025070304339	2	0.2	0.00000855691882359	10000	9829.34129402	0.000125351521695	170.658455276
44.375	10	0.000236103718031	2	0.2	0.00000805861911032	10000	9829.34130969	0.000118051859016	170.658454206
44.5	10	0.000222354563043	2	0.2	0.00000758933715814	10000	9829.34132445	0.000111177281522	170.658453199
44.625	10	0.000209406069998	2	0.2	0.00000714738315953	10000	9829.34133834	0.000104703034999	170.65845225
44.75	10	0.000197211613518	2	0.2	0.00000673116571051	10000	9829.34135143	0.0000986058067589	170.658451357
44.875	10	0.000185727283387	2	0.2	0.00000633918608025	10000	9829.34136376	0.0000928636416934	170.658450516
45	10	0.000174911726435	2	0.2	0.00000597003281436	10000	9829.34137537	0.0000874558632176	170.658449723
45.125	10	0.000164725997635	2	0.2	0.0000056223766525	10000	9829.3413863	0.0000823629988174	170.658448977
45.25	10	0.000155133419864	2	0.2	0.00000529496574189	10000	9829.34139659	0.0000775667099321	170.658448274
45.375	10	0.00014609945184	2	0.2	0.00000498662112961	10000	9829.34140629	0.0000730497259202	170.658447612
45.5	10	0.000137591563742	2	0.2	0.00000469623251738	10000	9829.34141542	0.0000687957818708	170.658446989
45.625	10	0.000129579120072	2	0.2	0.00000442275426353	10000	9829.34142402	0.0000647895600362	170.658446402
45.75	10	0.000122033269351	2	0.2	0.00000416520161786	10000	9829.34143212	0.0000610166346754	170.658445849
45.875	10	0.000114926840219	2	0.2	0.00000392264717564	10000	9829.34143974	0.0000574634201093	170.658445328
46	10	0.000108234243602	2	0.2	0.00000369421753826	10000	9829.34144693	0.0000541171218009	170.658444838
46.125	10	0.000101931380569	2	0.2	0.00000347909016821	10000	9829.34145369	0.0000509656902845	170.658444376
46.25	10	0.0000959955555545	2	0.2	0.00000327649042724	10000	9829.34146006	0.0000479977777773	170.658443941
46.375	10	0.0000904053946357	2	0.2	0.00000308568878708	10000	9829.34146606	0.0000452026973179	170.658443532
46.5	10	0.0000851407685694	2	0.2	0.00000290599820246	10000	9829.34147171	0.0000425703842847	170.658443146
46.625	10	0.0000801827203091	2	0.2	0.00000273677163721	10000	9829.34147703	0.0000400913601546	170.658442783
46.75	10	0.0000755133967445	2	0.2	0.00000257739973436	10000	9829.34148205	0.0000377566983722	170.658442441
46.875	10	0.0000711159844147	2	0.2	0.00000242730862199	10000	9829.34148677	0.0000355579922074	170.658442119
47	10	0.0000669746489665	2	0.2	0.00000228595784675	10000	9829.34149121	0.0000334873244833	170.658441815
47.125	10	0.000063074478137	2	0.2	0.00000215283842783	10000	9829.3414954	0.0000315372390685	170.658441529
47.25	10	0.0000594014280569	2	0.2	0.00000202747102417	10000	9829.34149934	0.0000297007140285	170.65844126
47.375	10	0.0000559422726814	2	0.2	0.00000190940420844	10000	9829.34150305	0.0000279711363407	170.658441007
47.5	10	0.0000526845561648	2	0.2	0.00000179821284153	10000	9829.34150655	0.0000263422780824	170.658440768
47.625	10	0.0000496165480097	2	0.2	0.0000016934965417	10000	9829.34150984	0.0000248082740049	170.658440543
47.75	10	0.0000467272008268	2	0.2	0.00000159487824284	10000	9829.34151294	0.0000233636004134	170.658440332
47.875	10	0.0000440061105555	2	0.2	0.00000150200283674	10000	9829.34151586	0.0000220030552778	170.658440132
48	10	0.0000414434790004	2	0.2	0.00000141453589442	10000	9829.34151861	0.0000207217395002	170.658439945
48.125	10	0.0000390300785497	2	0.2	0.00000133216246186	10000	9829.3415212	0.0000195150392748	170.658439768
48.25	10	0.000036757218948	2	0.2	0.00000125458592595	10000	9829.34152364	0.000018378609474	170.658439601
48.375	10	0.0000346167160045	2	0.2	0.00000118152694641	10000	9829.34152594	0.0000173083580023	170.658439444
48.5	10	0.0000326008621225	2	0.2	0.00000111272244991	10000	9829.3415281	0.0000163004310613	170.658439297
48.625	10	0.0000307023985461	2	0.2	0.00000104792468286	10000	9829.34153014	0.0000153511992731	170.658439158
48.75	10	0.0000289144892223	2	0.2	9.86900319188e-7	10000	9829.34153206	0.0000144572446112	170.658439027
48.875	10	0.0000272306961859	2	0.2	9.29429620266e-7	10000	9829.34153387	0.0000136153480929	170.658438903
49	10	0.0000256449563768	2	0.2	8.75305643605e-7	10000	9829.34153557	0.0000128224781884	170.658438787
49.125	10	0.0000241515598087	2	0.2	8.24333497716e-7	10000	9829.34153717	0.0000120757799043	170.658438678
49.25	10	0.0000227451290078	2	0.2	7.76329640332e-7	10000	9829.34153868	0.0000113725645039	170.658438575
49.375	10	0.0000214205996499	2	0.2	7.31121217501e-7	10000	9829.3415401	0.0000107102998249	170.658438478
49.5	10	0.000020173202324	2	0.2	6.88545441172e-7	10000	9829.34154144	0.000010086601162	170.658438386
49.625	10	0.0000189984453589	2	0.2	6.48449003015e-7	10000	9829.3415427	0.00000949922267943	170.6584383
49.75	10	0.0000178920986493	2	0.2	6.10687522391e-7	10000	9829.34154389	0.00000894604932466	170.658438219
49.875	10	0.000016850178424	2	0.2	5.75125026455e-7	10000	9829.34154501	0.00000842508921201	170.658438143
50	10	0.0000158689329008	2	0.2	5.41633460542e-7	10000	9829.34154606	0.00000793446645042	170.658438071
